time,delta,seconds_remaining,replicated_game_state_time_remaining,is_overtime,ball_has_been_hit
8.313903,0.034722798,300,0,,
8.348626,0.0347228,300,0,,
8.383349,0.034723,300,0,,
8.418073,0.034722902,300,0,,
8.452796,0.0347229,300,0,,
8.487519,0.0347228,300,0,,
8.522243,0.0347229,300,0,,
8.556974,0.034732003,300,0,,
8.591698,0.034722798,300,0,,
8.626421,0.0347227,300,0,,
8.661144,0.0347228,300,0,,
8.695868,0.034723,300,0,,
8.730592,0.0347235,300,0,,
8.765315,0.034722798,300,0,,
8.800038,0.0347227,300,0,,
8.834762,0.0347228,300,0,,
8.869485,0.034722798,300,0,,
8.904208,0.034722902,300,0,,
8.938931,0.0347227,300,0,,
8.973655,0.034722798,300,0,,
9.008378,0.0347228,300,0,,
9.043101,0.034723,300,0,,
9.077825,0.034722902,300,0,,
9.112548,0.034722798,300,0,,
9.147271,0.0347233,300,0,,
9.181994,0.0347227,300,0,,
9.216718,0.034722902,300,0,,
9.251491,0.034772098,300,0,,
9.286214,0.0347232,300,0,,
9.320937,0.0347227,300,0,,
9.35566,0.0347231,300,0,,
9.390384,0.034723,300,0,,
9.425108,0.034724202,300,0,,
9.459831,0.034723,300,0,,
9.4945545,0.0347231,300,0,,
9.529278,0.034723002,300,0,,
9.564001,0.034723,300,0,,
9.598724,0.034722902,300,0,,
9.633448,0.0347229,300,0,,
9.668171,0.0347231,300,0,,
9.702894,0.034722902,300,0,,
9.7376175,0.0347229,300,0,,1
9.772341,0.034723002,300,0,,1
9.807064,0.034722798,300,0,,1
9.841787,0.0347228,300,0,,1
9.876511,0.0347229,300,0,,1
9.911234,0.0347232,300,0,,1
9.945957,0.034723002,300,0,,1
9.98068,0.034722798,300,0,,1
10.015404,0.034723002,300,0,,1
10.050127,0.0347229,300,0,,1
10.08485,0.034722902,300,0,,1
10.119574,0.034722798,300,0,,1
10.154297,0.0347228,300,0,,1
10.18902,0.0347226,300,0,,1
10.223743,0.0347228,300,0,,1
10.258467,0.0347227,300,0,,1
10.29319,0.034723,300,0,,1
10.327913,0.034723,300,0,,1
10.362637,0.034722902,300,0,,1
10.39736,0.0347231,300,0,,1
10.432083,0.0347229,300,0,,1
10.466806,0.0347228,300,0,,1
10.50153,0.0347226,300,0,,1
10.536253,0.0347228,300,0,,1
10.570976,0.0347229,300,0,,1
10.6057,0.0347228,300,0,,1
10.640423,0.0347227,300,0,,1
10.675146,0.0347229,300,0,,1
10.709869,0.034722902,300,0,,1
10.744593,0.034722697,299,0,,1
10.779316,0.0347228,299,0,,1
10.814039,0.0347228,299,0,,1
10.8487625,0.0347229,299,0,,1
10.883486,0.034722902,299,0,,1
10.918209,0.034722798,299,0,,1
10.952932,0.034722902,299,0,,1
10.987656,0.034722798,299,0,,1
11.022379,0.034722902,299,0,,1
11.057102,0.0347229,299,0,,1
11.0918255,0.0347227,299,0,,1
11.126549,0.0347228,299,0,,1
11.161272,0.0347228,299,0,,1
11.195995,0.0347229,299,0,,1
11.230719,0.034723,299,0,,1
11.265442,0.034723002,299,0,,1
11.300165,0.034723,299,0,,1
11.334888,0.0347227,299,0,,1
11.369612,0.0347232,299,0,,1
11.404335,0.0347228,299,0,,1
11.439058,0.0347229,299,0,,1
11.473782,0.034722902,299,0,,1
11.508505,0.0347231,299,0,,1
11.543228,0.034722798,299,0,,1
11.577995,0.034766503,299,0,,1
11.612719,0.034722798,299,0,,1
11.647442,0.034722902,299,0,,1
11.682165,0.0347229,299,0,,1
11.716888,0.0347228,299,0,,1
11.751612,0.034723,298,0,,1
11.786335,0.0347228,298,0,,1
11.821058,0.0347229,298,0,,1
11.855782,0.034723002,298,0,,1
11.890505,0.034722798,298,0,,1
11.925228,0.0347228,298,0,,1
11.959951,0.034723,298,0,,1
11.994687,0.034735702,298,0,,1
12.02941,0.0347229,298,0,,1
12.064134,0.034723103,298,0,,1
12.098857,0.034722798,298,0,,1
12.13358,0.034723002,298,0,,1
12.1683035,0.0347231,298,0,,1
12.203027,0.034722798,298,0,,1
12.23775,0.0347228,298,0,,1
12.272473,0.034722902,298,0,,1
12.307197,0.0347231,298,0,,1
12.34192,0.0347229,298,0,,1
12.376643,0.034722902,298,0,,1
12.411366,0.0347227,298,0,,1
12.44609,0.034722798,298,0,,1
12.480813,0.0347228,298,0,,1
12.515536,0.034723,298,0,,1
12.55026,0.0347227,298,0,,1
12.584983,0.0347232,298,0,,1
12.619706,0.0347228,298,0,,1
12.654429,0.0347229,298,0,,1
12.689153,0.0347228,298,0,,1
12.723876,0.0347229,298,0,,1
12.758599,0.034723002,297,0,,1
12.793323,0.0347231,297,0,,1
12.828046,0.0347227,297,0,,1
12.862769,0.034722697,297,0,,1
12.897492,0.0347228,297,0,,1
12.932216,0.0347226,297,0,,1
12.966939,0.034722902,297,0,,1
13.001662,0.0347229,297,0,,1
13.036386,0.034723,297,0,,1
13.071109,0.0347226,297,0,,1
13.10584,0.0347305,297,0,,1
13.140563,0.0347228,297,0,,1
13.175286,0.034722697,297,0,,1
13.21001,0.0347228,297,0,,1
13.244733,0.0347227,297,0,,1
13.279456,0.0347226,297,0,,1
13.314179,0.0347228,297,0,,1
13.348903,0.0347231,297,0,,1
13.383626,0.034723,297,0,,1
13.418349,0.0347228,297,0,,1
13.453073,0.034723,297,0,,1
13.487796,0.034722902,297,0,,1
13.522519,0.034722697,297,0,,1
13.557242,0.034722902,297,0,,1
13.591966,0.0347225,297,0,,1
13.626689,0.0347228,297,,,1
13.661412,0.034723,297,,,1
13.696153,0.0347399,297,,,1
13.730876,0.034723,296,,,1
13.765627,0.034751,296,,,1
13.80035,0.0347227,296,,,1
