is_sleeping,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,quat_w,quat_x,quat_y,quat_z,ang_vel_x,ang_vel_y,ang_vel_z,hit_team_num
0,-60.65,-37.68,137.17,-281.93,-122.96,73.71,-0.6557211,0.15340972,0.17970943,0.71707726,-1.5764,-1.2504001,-4.6445003,1
0,-79.43,-45.84,140.45,-281.29,-122.64,30.23,-0.5204407,0.18346421,0.21822307,0.80489814,-1.5764,-1.2504001,-4.6445003,1
0,-79.43,-45.84,140.45,-281.29,-122.64,30.23,-0.5204407,0.18346421,0.21822307,0.80489814,-1.5764,-1.2504001,-4.6445003,1
0,-93.47,-51.96,141.02,-280.81,-122.4,-2.31,-0.40905392,0.20262662,0.24308775,0.85587716,-1.5764,-1.2504001,-4.6445003,1
0,-107.51,-58.08,139.97,-280.33,-122.16,-34.77,-0.2911286,0.21855214,0.26406822,0.8931669,-1.5764,-1.2504001,-4.6445003,1
0,-116.84,-62.16,138.37,-280.01,-122.03,-56.37,-0.20980173,0.22724316,0.27573177,0.9101186,-1.5764,-1.2504001,-4.6445003,1
0,-126.16,-66.24,136.05,-279.69,-121.91,-77.96,-0.12698048,0.23431043,0.28543168,0.9205994,-1.5764,-1.2504001,-4.6445003,1
0,-126.16,-66.24,136.05,-279.69,-121.91,-77.96,-0.12698048,0.23431043,0.28543168,0.9205994,-1.5764,-1.2504001,-4.6445003,1
0,-140.14,-72.33,131.22,-279.27,-121.73,-110.3,-0.0012488954,0.24177682,0.29615656,0.9240312,-1.5764,-1.2504001,-4.6445003,1
0,-156.41,-79.4,123.54,-278.78,-121.52,-147.96,0.14532292,0.24560174,0.30267894,0.909366,-1.5764,-1.2504001,-4.6445003,1
0,-156.41,-79.4,123.54,-278.78,-121.52,-147.96,0.14532292,0.24560174,0.30267894,0.909366,-1.5764,-1.2504001,-4.6445003,1
0,-174.97,-87.48,112.06,-278.22,-121.28,-190.93,0.30878046,0.24342224,0.30205315,0.8684262,-1.5764,-1.2504001,-4.6445003,1
0,-184.25,-91.52,105.24,-277.94,-121.16,-212.37,0.38749626,0.23973219,0.29852495,0.8386048,-1.5764,-1.2504001,-4.6445003,1
0,-184.25,-91.52,105.24,-277.94,-121.16,-212.37,0.38749626,0.23973219,0.29852495,0.8386048,-1.5764,-1.2504001,-4.6445003,1
0,-202.36,-98.97,92.86,-230.72,-45.27,149.87,0.53567564,0.22763158,0.27569398,0.76500213,0.4961,-2.5285,-4.6445003,1
0,-202.36,-98.97,92.86,-230.72,-45.27,149.87,0.53567564,0.22763158,0.27569398,0.76500213,0.4961,-2.5285,-4.6445003,1
0,-213.88,-101.25,99.4,-230.36,-45.15,117.14,0.63409334,0.21595185,0.2036894,0.7140035,0.4961,-2.5285,-4.6445003,1
0,-221.56,-102.77,102.85,-230.12,-45.07,95.34,0.69359237,0.20604153,0.15361473,0.6729629,0.4961,-2.5285,-4.6445003,1
0,-229.24,-104.28,105.57,-229.88,-44.99,73.58,0.7476595,0.19451824,0.10233702,0.62665385,0.4961,-2.5285,-4.6445003,1
0,-244.53,-107.24,108.85,-229.4,-44.83,30.1,0.83786094,0.1669993,-0.002209169,0.519707,0.4961,-2.5285,-4.6445003,1
0,-252.17,-108.72,109.41,-229.16,-44.75,8.39,0.873285,0.15121943,-0.054662988,0.45991087,0.4961,-2.5285,-4.6445003,1
0,-255.99,-109.46,109.41,-229.04,-44.71,-2.44,0.8884478,0.142879,-0.080752306,0.42863166,0.4961,-2.5285,-4.6445003,1
0,-267.45,-111.68,108.33,-228.68,-44.59,-34.9,0.92339486,0.1162448,-0.157882,0.33000368,0.4961,-2.5285,-4.6445003,1
0,-267.45,-111.68,108.33,-228.68,-44.59,-34.9,0.92339486,0.1162448,-0.157882,0.33000368,0.4961,-2.5285,-4.6445003,1
0,-278.86,-113.9,105.63,-228.32,-44.47,-67.3,0.9420829,0.08756597,-0.23223339,0.22556537,0.4961,-2.5285,-4.6445003,1
0,-292.16,-116.49,100.43,-227.9,-44.33,-105.04,0.9429142,0.05219213,-0.31371668,0.098846495,0.4961,-2.5285,-4.6445003,1
0,-295.96,-117.23,98.54,-227.78,-44.29,-115.81,0.93899083,0.041817933,-0.33570057,0.062070083,0.4961,-2.5285,-4.6445003,1
0,-307.36,-119.45,93.76,-228.36,-44.49,85.6,0.91627836,0.010247416,-0.39743888,-0.0486963,0.4875,-2.5026,-4.6445003,1
0,-311.16,-120.19,95.05,-228.24,-44.45,74.72,0.90517384,-0.00040191234,-0.4163531,-0.08549977,0.4875,-2.5026,-4.6445003,1
0,-322.56,-122.41,97.84,-227.88,-44.33,42.1,0.861378,-0.032263707,-0.46808937,-0.19462614,0.4875,-2.5026,-4.6445003,1
0,-326.36,-123.15,98.41,-227.76,-44.29,31.24,0.8433792,-0.042788997,-0.48355636,-0.23033442,0.4875,-2.5026,-4.6445003,1
0,-333.96,-124.63,99.0,-227.52,-44.21,9.53,0.8024903,-0.06356444,-0.51163095,-0.30033755,0.4875,-2.5026,-4.6445003,1
0,-345.31,-126.85,98.52,-227.16,-44.09,-22.94,0.7295428,-0.09375381,-0.54620636,-0.40079445,0.4875,-2.5026,-4.6445003,1
0,-352.87,-128.33,97.3,-226.92,-44.01,-44.56,0.67372215,-0.113002524,-0.5639661,-0.46397316,0.4875,-2.5026,-4.6445003,1
0,-360.43,-129.81,95.36,-226.68,-43.93,-66.16,0.61265635,-0.13136649,-0.5773344,-0.52352655,0.4875,-2.5026,-4.6445003,1
0,-360.43,-129.81,95.36,-226.68,-43.93,-66.16,0.61265635,-0.13136649,-0.5773344,-0.52352655,0.4875,-2.5026,-4.6445003,1
0,-375.55,-132.77,94.18,-226.76,-43.96,36.33,-0.47685596,0.16507867,0.5904115,0.6298982,0.48240003,-2.4871001,-4.6445003,1
0,-375.55,-132.77,94.18,-226.76,-43.96,36.33,-0.47685596,0.16507867,0.5904115,0.6298982,0.48240003,-2.4871001,-4.6445003,1
0,-394.44,-136.45,94.73,-226.16,-43.76,-17.87,-0.28701237,0.2001612,0.5809004,0.7349246,0.48240003,-2.4871001,-4.6445003,1
0,-401.96,-137.89,93.69,-225.92,-43.68,-39.5,-0.20664039,0.21156049,0.56914514,0.7672129,0.48240003,-2.4871001,-4.6445003,1
0,-411.36,-139.69,93.52,-225.96,-43.7,19.31,-0.10404712,0.22359088,0.5482726,0.79911107,0.4793,-2.4775999,-4.6445003,1
0,-411.36,-139.69,93.52,-225.96,-43.7,19.31,-0.10404712,0.22359088,0.5482726,0.79911107,0.4793,-2.4775999,-4.6445003,1
0,-422.64,-141.85,93.55,-225.6,-43.58,-13.19,0.02056235,0.23452622,0.5144848,0.82454836,0.4793,-2.4775999,-4.6445003,1
0,-433.92,-144.01,93.25,-225.44,-43.53,6.79,0.14478883,0.24142617,0.47174704,0.83558625,0.4775,-2.4719,-4.6445003,1
0,-441.44,-145.45,93.2,-225.3,-43.49,5.66,0.22630987,0.24374592,0.43866608,0.83483166,0.4766,-2.4691,-4.6445003,1
0,-448.96,-146.89,93.12,-225.13,-43.44,6.34,0.30606687,0.24420448,0.40220788,0.82759655,0.47599998,-2.4672,-4.6445003,1
0,-448.96,-146.89,93.12,-225.13,-43.44,6.34,0.30606687,0.24420448,0.40220788,0.82759655,0.47599998,-2.4672,-4.6445003,1
0,-463.95,-149.77,93.13,-224.78,-43.35,0.0,0.4578339,0.23954877,0.32031992,0.79397714,0.47509998,-2.4633,-4.6445003,1
0,-471.43,-151.21,93.13,-224.6,-43.31,0.0,0.52868396,0.23446688,0.27552137,0.7678584,0.4746,-2.4613001,-4.6445003,1
0,-478.91,-152.65,93.13,-224.42,-43.27,0.0,0.59543407,0.22759382,0.22861344,0.7357957,0.47419998,-2.4594,-4.6445003,1
0,-486.39,-154.09,93.13,-224.25,-43.23,0.0,0.657577,0.21898372,0.179963,0.6980344,0.4737,-2.4575,-4.6445003,1
0,-493.87,-155.53,93.13,-224.07,-43.19,0.0,0.71463484,0.20870116,0.12995306,0.6548688,0.4733,-2.4555001,-4.6445003,1
0,-501.35,-156.97,93.13,-223.89,-43.15,0.0,0.76616776,0.19681102,0.078961276,0.60664445,0.4729,-2.4536,-4.6445003,1
0,-501.35,-156.97,93.13,-223.89,-43.15,0.0,0.76616776,0.19681102,0.078961276,0.60664445,0.4729,-2.4536,-4.6445003,1
0,-512.53,-159.13,93.13,-223.63,-43.09,0.0,0.832266,0.17619203,0.0015132404,0.52563053,0.4722,-2.4507,-4.6445003,1
0,-512.53,-159.13,93.13,-223.63,-43.09,0.0,0.832266,0.17619203,0.0015132404,0.52563053,0.4722,-2.4507,-4.6445003,1
0,-532.99,-163.09,93.13,-223.14,-42.98,0.0,0.9153007,0.13079464,-0.139394,0.3545231,0.471,-2.4454,-4.6445003,1
0,-532.99,-163.09,93.13,-223.14,-42.98,0.0,0.9153007,0.13079464,-0.139394,0.3545231,0.471,-2.4454,-4.6445003,1
0,-544.15,-165.25,93.13,-222.87,-42.92,0.0,0.93839115,0.102666095,-0.21324362,0.25181115,0.4704,-2.4425,-4.6445003,1
0,-555.31,-167.41,93.13,-222.61,-42.86,0.0,0.94524264,0.07275718,-0.28332773,0.14473489,0.4697,-2.4394999,-4.6445003,1
0,-566.41,-169.57,93.13,-222.34,-42.8,0.0,0.93575096,0.041591354,-0.34843236,0.03514457,0.469,-2.4366999,-4.6445003,1
0,-566.41,-169.57,93.13,-222.34,-42.8,0.0,0.93575096,0.041591354,-0.34843236,0.03514457,0.469,-2.4366999,-4.6445003,1
0,-577.51,-171.73,93.13,-222.08,-42.74,0.0,0.9100918,0.009691752,-0.40744087,-0.075039215,0.4684,-2.4336998,-4.6445003,1
0,-584.91,-173.17,93.13,-221.9,-42.7,0.0,0.8842168,-0.011714843,-0.4428902,-0.1478908,0.4679,-2.4318,-4.6445003,1
0,-596.01,-175.33,93.13,-221.64,-42.64,0.0,0.83276004,-0.043630585,-0.48954457,-0.25485924,0.4673,-2.4289,-4.6445003,1
0,-596.01,-175.33,93.13,-221.64,-42.64,0.0,0.83276004,-0.043630585,-0.48954457,-0.25485924,0.4673,-2.4289,-4.6445003,1
0,-610.78,-178.17,93.13,-221.28,-42.56,0.0,0.74200904,-0.08497108,-0.53838927,-0.39030695,0.4664,-2.425,-4.6445003,1
0,-614.46,-178.87,93.13,-221.19,-42.54,0.0,0.7156539,-0.094951496,-0.5480514,-0.42244923,0.4662,-2.4241,-4.6445003,1
0,-614.46,-178.87,93.13,-221.19,-42.54,0.0,0.7156539,-0.094951496,-0.5480514,-0.42244923,0.4662,-2.4241,-4.6445003,1
0,-631.02,-182.02,93.13,-220.81,-42.45,0.0,0.5808802,-0.13741946,-0.57824075,-0.55617595,0.4652,-2.4198,-4.6445003,1
0,-642.06,-184.12,93.13,-220.55,-42.39,0.0,-0.4782101,0.16292614,0.58591765,0.6336171,0.4645,-2.417,-4.6445003,1
0,-642.06,-184.12,93.13,-220.55,-42.39,0.0,-0.4782101,0.16292614,0.58591765,0.6336171,0.4645,-2.417,-4.6445003,1
0,-653.1,-186.22,93.13,-220.29,-42.33,0.0,-0.3673358,0.18567608,0.5834683,0.70010966,0.4639,-2.4142,-4.6445003,1
0,-660.44,-187.62,93.13,-220.12,-42.29,0.0,-0.28980148,0.1991146,0.5762285,0.73778665,0.4634,-2.4122999,-4.6445003,1
0,-671.42,-189.72,93.13,-219.86,-42.23,0.0,-0.1695564,0.2164266,0.55711466,0.7836029,0.4628,-2.4095,-4.6445003,1
0,-678.74,-191.12,93.13,-219.69,-42.19,0.0,-0.087663084,0.22594841,0.53900963,0.80667907,0.46240002,-2.4076,-4.6445003,1
0,-686.06,-192.52,93.13,-219.52,-42.15,0.0,-0.005106175,0.23376016,0.516783,0.82356876,0.4619,-2.4057,-4.6445003,1
0,-693.38,-193.92,93.13,-219.35,-42.11,0.0,0.077472314,0.23981312,0.49060196,0.8341447,0.46150002,-2.4038,-4.6445003,1
0,-700.7,-195.32,93.13,-219.18,-42.07,0.0,0.1594465,0.24405342,0.46068233,0.83832365,0.461,-2.402,-4.6445003,1
0,-700.7,-195.32,93.13,-219.18,-42.07,0.0,0.1594465,0.24405342,0.46068233,0.83832365,0.461,-2.402,-4.6445003,1
0,-711.66,-197.42,93.13,-218.92,-42.01,0.0,0.27989662,0.24696662,0.40930212,0.8325486,0.46040002,-2.3992,-4.6445003,1
0,-724.4,-199.87,93.13,-218.63,-41.94,0.0,0.4141736,0.24506226,0.34057745,0.80772007,0.4596,-2.3959,-4.6445003,1
0,-735.32,-201.97,93.13,-218.38,-41.88,0.0,0.52166533,0.23891759,0.27531636,0.7713524,0.45900002,-2.3932002,-4.6445003,1
0,-738.96,-202.67,93.13,-218.29,-41.86,0.0,0.55558795,0.23596123,0.2524585,0.7562467,0.4587,-2.3923,-4.6445003,1
0,-749.88,-204.77,93.13,-218.04,-41.8,0.0,0.6507255,0.22444326,0.18121459,0.70238376,0.45810002,-2.3895,-4.6445003,1
0,-757.16,-206.17,93.13,-217.87,-41.76,0.0,0.70804006,0.21463552,0.13194914,0.6596971,0.4576,-2.3877,-4.6445003,1
0,-764.41,-207.57,93.13,-217.71,-41.72,0.0,0.7599474,0.20320386,0.08170183,0.6119746,0.45720002,-2.3858001,-4.6445003,1
0,-768.03,-208.27,93.13,-217.62,-41.7,0.0,0.7837537,0.19690274,0.05633002,0.58633304,0.45700002,-2.3849,-4.6445003,1
0,-778.89,-210.37,93.13,-217.37,-41.64,0.0,0.8460284,0.17581978,-0.020184716,0.5029076,0.45630002,-2.3821,-4.6445003,1
0,-778.89,-210.37,93.13,-217.37,-41.64,0.0,0.8460284,0.17581978,-0.020184716,0.5029076,0.45630002,-2.3821,-4.6445003,1
0,-793.37,-213.17,93.13,-217.04,-41.56,0.0,0.90637445,0.14313795,-0.12134293,0.37851384,0.4555,-2.3785,-4.6445003,1
0,-793.37,-213.17,93.13,-217.04,-41.56,0.0,0.90637445,0.14313795,-0.12134293,0.37851384,0.4555,-2.3785,-4.6445003,1
0,-807.85,-215.97,93.13,-216.7,-41.48,0.0,0.9391788,0.10611877,-0.2186978,0.24259683,0.45459998,-2.3748,-4.6445003,1
0,-807.85,-215.97,93.13,-216.7,-41.48,0.0,0.9391788,0.10611877,-0.2186978,0.24259683,0.45459998,-2.3748,-4.6445003,1
0,-820.47,-218.42,93.13,-216.41,-41.41,0.0,0.9445088,0.07104163,-0.2984224,0.11747482,0.45380002,-2.3716002,-4.6445003,1
0,-827.67,-219.79,93.13,-216.24,-41.37,0.0,0.93768823,0.050190657,-0.34093356,0.044563886,0.45340002,-2.3697,-4.6445003,1
0,-838.47,-221.83,93.13,-215.99,-41.31,0.0,0.91414225,0.018247984,-0.3996885,-0.0652692,0.45270002,-2.3669999,-4.6445003,1
0,-845.67,-223.19,93.13,-215.82,-41.27,0.0,0.88974863,-0.0032719441,-0.43508393,-0.13798052,0.45229998,-2.3651,-4.6445003,1
0,-845.67,-223.19,93.13,-215.82,-41.27,0.0,0.88974863,-0.0032719441,-0.43508393,-0.13798052,0.45229998,-2.3651,-4.6445003,1
0,-856.47,-225.23,93.13,-215.57,-41.21,0.0,0.84058,-0.035462823,-0.481857,-0.24491121,0.4516,-2.3624,-4.6445003,1
0,-867.25,-227.27,93.13,-215.33,-41.15,0.0,0.7770912,-0.067081854,-0.5203544,-0.34765008,0.45099998,-2.3597,-4.6445003,1
0,-874.41,-228.63,93.13,-215.16,-41.11,0.0,0.7273426,-0.08757677,-0.54109204,-0.4129436,0.45049998,-2.3579,-4.6445003,1
0,-885.15,-230.67,93.13,-214.91,-41.05,0.0,0.6425283,-0.117059454,-0.56443006,-0.5048497,0.44990003,-2.3551,-4.6445003,1
0,-885.15,-230.67,93.13,-214.91,-41.05,0.0,0.6425283,-0.117059454,-0.56443006,-0.5048497,0.44990003,-2.3551,-4.6445003,1
0,-899.47,-233.39,93.13,-214.58,-40.97,0.0,-0.51273686,0.15325867,0.5804742,0.6137283,0.449,-2.3515,-4.6445003,1
0,-906.63,-234.75,93.13,-214.42,-40.93,0.0,-0.44177887,0.16971289,0.5819038,0.66137505,0.44849998,-2.3497999,-4.6445003,1
0,-910.21,-235.43,93.13,-214.34,-40.91,0.0,-0.40501317,0.17747599,0.58095974,0.6833391,0.4483,-2.3489,-4.6445003,1
0,-922.7,-237.81,93.13,-214.06,-40.84,0.0,-0.27080634,0.20194687,0.56901026,0.7497391,0.44759998,-2.3458,-4.6445003,1
0,-934.42,-232.98,95.05,-633.06,418.91,151.73,-0.20468208,0.20564231,0.54873115,0.78403485,1.9794999,-2.0794,-3.1397,0
0,-955.5,-219.02,99.65,-632.42,418.47,129.89,-0.1509551,0.19992383,0.5178404,0.81797576,1.9794999,-2.0794,-3.1397,0
0,-955.5,-219.02,99.65,-632.42,418.47,129.89,-0.1509551,0.19992383,0.5178404,0.81797576,1.9794999,-2.0794,-3.1397,0
0,-987.09,-198.12,105.2,-631.46,417.81,97.19,-0.069023974,0.18946332,0.46667594,0.86113465,1.9794999,-2.0794,-3.1397,0
0,-1018.64,-177.24,109.1,-630.5,417.15,64.54,0.01368938,0.17686638,0.4102462,0.89455515,1.9794999,-2.0794,-3.1397,0
0,-1018.64,-177.24,109.1,-630.5,417.15,64.54,0.01368938,0.17686638,0.4102462,0.89455515,1.9794999,-2.0794,-3.1397,0
0,-1050.14,-156.41,111.38,-629.54,416.49,31.94,0.096246205,0.16227338,0.34917685,0.9178668,1.9794999,-2.0794,-3.1397,0
0,-1071.1,-142.53,112.0,-628.9,416.05,10.23,0.1507393,0.15151615,0.30622873,0.92765534,1.9794999,-2.0794,-3.1397,0
0,-1092.61,-127.8,112.25,-847.05,557.84,81.1,0.1993196,0.14105555,0.25794512,0.9347938,3.1847,-1.7471001,-2.0948,0
